market,user_id,stock_id,stock_name,signal_date,event_id,notification_type,notify_mode,eligible_for_future_github,ready_to_send,trade_action,percentile,event_age_days,reason,positive_factors,negative_factors,estimated_cost_window_days,estimated_cost_low,estimated_cost_mid,estimated_cost_high,estimated_cost_buy_days,signal_close,signal_deviation_pct,is_configured_stock,generated_at,generated_reason,plan_valid_until
tpex,xiang,6535,順藥,2026-09-14,P5H-6535-2026-09-14,NEW_CANDIDATE,NEW_CANDIDATE,1,1,TRACK_ONLY,92.34042553191489,0,法人排名首次進入同日TPEx前10%,投信近20日買賣超占成交量(+0.0205)；投信連續買賣超(+0.0130)；外資近20日買賣超占成交量(+0.0122),自營商近20日買超日比例(-0.0086)；三法人單日方向一致性(-0.0065)；投信近20日買超日比例(-0.0050),20,73.89012432168727,77.08777044841662,79.0824449084061,5,75.8,-1.6705249625533436,0,2026-09-15T00:09:10+08:00,TPEX_OFFICIAL_DAILY_REPORT,2026-09-21
