event_id,stock_id,stock_name,signal_date,entry_percentile,entry_trigger,status,end_signal_date,end_reason
P6D-TWSE-4919-2026-07-17,4919,新唐,2026-07-17,96.67519181585678,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-1590-2026-07-20,1590,亞德客-KY,2026-07-20,97.9381443298969,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-6213-2026-07-20,6213,聯茂,2026-07-20,93.29896907216495,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2449-2026-07-21,2449,京元電子,2026-07-21,97.36147757255937,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2492-2026-07-21,2492,華新科,2026-07-21,94.72295514511873,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2880-2026-07-21,2880,華南金,2026-07-21,92.87598944591029,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2885-2026-07-21,2885,元大金,2026-07-21,91.2928759894459,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2912-2026-07-21,2912,統一超,2026-07-21,90.76517150395779,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-6669-2026-07-22,6669,緯穎,2026-07-22,94.14893617021278,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2382-2026-07-23,2382,廣達,2026-07-23,90.74074074074075,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-1718-2026-07-24,1718,中纖,2026-07-24,94.44444444444444,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-6515-2026-07-24,6515,穎崴,2026-07-24,95.76719576719577,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-6526-2026-07-24,6526,達發,2026-07-24,96.82539682539682,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-9958-2026-07-24,9958,世紀鋼,2026-07-24,90.21164021164022,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-1216-2026-07-27,1216,統一,2026-07-27,99.73262032085562,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2634-2026-07-27,2634,漢翔,2026-07-27,96.2566844919786,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2881-2026-07-27,2881,富邦金,2026-07-27,97.32620320855615,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2886-2026-07-27,2886,兆豐金,2026-07-27,93.31550802139037,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-8150-2026-07-27,8150,南茂,2026-07-27,91.44385026737967,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-7769-2026-07-28,7769,鴻勁,2026-07-28,93.54838709677419,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-9910-2026-07-29,9910,豐泰,2026-07-29,98.92183288409704,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2605-2026-07-30,2605,新興,2026-07-30,92.6829268292683,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-8454-2026-07-30,8454,富邦媒,2026-07-30,91.59891598915989,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-5871-2026-07-31,5871,中租-KY,2026-07-31,92.89617486338798,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2377-2026-08-03,2377,微星,2026-08-03,92.8374655647383,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
P6D-TWSE-2451-2026-08-03,2451,創見,2026-08-03,90.35812672176309,TOP10_CONFIRM_3D,TWSE_TRACK_CONFIRMED,,
